ID,Section,Status,Pass,Subtopic,Authors,Year,Article Title,Journal,Volume / Issue / Pages,Study Type,Population / Scope,DOI,DOI URL,Full Text URL,PDF Available,Hosting Status,Tags,Suggested Local Filename
20-014,20. ADHD & Intelligence / IQ Corollaries,Candidate for Pass 1,PASS 1,Adult WAIS-IV profile / FSIQ versus GAI,Johanna Theiling; Franz Petermann,2016,Neuropsychological Profiles on the WAIS-IV of Adults With ADHD,Journal of Attention Disorders,"20(11), 913-924",Case-control psychometric study,116 adults with ADHD and 116 randomly matched controls assessed on the WAIS-IV; examined working-memory and processing-speed weaknesses and discrepancies between Full Scale IQ and General Ability Index.,10.1177/1087054713518241,https://doi.org/10.1177/1087054713518241,https://pubmed.ncbi.nlm.nih.gov/24448224/,No public PDF verified,LINK ONLY,ADHD; adults; WAIS-IV; FSIQ; GAI; working memory; processing speed; psychometrics,20-014_Theiling_2016_ADHD_WAIS_IV_FSIQ_GAI.pdf
20-015,20. ADHD & Intelligence / IQ Corollaries,Candidate for Pass 1,PASS 1,IQ as moderator of executive and functional outcomes,Stéphanie Baggio; Roland Hasler; Marie-Pierre Deiber; Patrick Heller; Anna Buadze; Véronique Giacomini; Nader Perroud,2020,Associations of executive and functional outcomes with full-score intellectual quotient among ADHD adults,Psychiatry Research,"294, 113521",Clinical cross-sectional correlational study,"66 adults diagnosed with ADHD in a specialized clinic; Full Scale IQ was examined in relation to continuous-performance measures, grade retention, educational attainment, and current occupational or study activity.",10.1016/j.psychres.2020.113521,https://doi.org/10.1016/j.psychres.2020.113521,https://pubmed.ncbi.nlm.nih.gov/33161177/,No public PDF verified,LINK ONLY,ADHD; adults; IQ; executive function; functional outcomes; educational attainment; protective factor,20-015_Baggio_2020_ADHD_FSIQ_Executive_Functional_Outcomes.pdf
20-001,20. ADHD & Intelligence / IQ Corollaries,Final,PASS 2,General intellectual ability / neuropsychological performance,Thomas W. Frazier; Heath A. Demaree; Eric A. Youngstrom,2004,Meta-analysis of intellectual and neuropsychological test performance in attention-deficit/hyperactivity disorder,Neuropsychology,"18(3), 543-555",Meta-analysis,"Meta-analysis comparing ADHD and healthy participants across commonly used intellectual and neuropsychological measures, including Full Scale IQ, academic achievement, continuous-performance, and other cognitive tests.",10.1037/0894-4105.18.3.543,https://doi.org/10.1037/0894-4105.18.3.543,https://pubmed.ncbi.nlm.nih.gov/15291732/,No public PDF verified,LINK ONLY,ADHD; intelligence; IQ; FSIQ; neuropsychology; meta-analysis; cognitive ability,20-001_Frazier_2004_ADHD_Intellectual_Neuropsychological_Meta_Analysis.pdf
20-002,20. ADHD & Intelligence / IQ Corollaries,Final,PASS 2,Adult Full Scale IQ,David J. Bridgett; Michael E. Walker,2006,Intellectual functioning in adults with ADHD: a meta-analytic examination of full scale IQ differences between adults with and without ADHD,Psychological Assessment,"18(1), 1-14",Meta-analysis,"33 adult ADHD studies met inclusion criteria; primary Full Scale IQ analyses used 18 studies representing 1,031 adults with ADHD and 928 non-ADHD controls with WAIS FSIQ scores or estimates.",10.1037/1040-3590.18.1.1,https://doi.org/10.1037/1040-3590.18.1.1,https://pubmed.ncbi.nlm.nih.gov/16594807/,No public PDF verified,LINK ONLY,ADHD; adults; intelligence; FSIQ; WAIS; meta-analysis; moderators,20-002_Bridgett_2006_Adult_ADHD_FSIQ_Meta_Analysis.pdf
20-004,20. ADHD & Intelligence / IQ Corollaries,Final,PASS 2,Influence of inattention on IQ assessment,Jens Richardt M. Jepsen; Birgitte Fagerlund; Erik Lykke Mortensen,2009,Do attention deficits influence IQ assessment in children and adolescents with ADHD?,Journal of Attention Disorders,"12(6), 551-562",Focused review,"Review of research on IQ and attention deficits in children and adolescents with ADHD, including evidence on the extent to which inattention and short-term stimulant treatment can influence measured IQ.",10.1177/1087054708322996,https://doi.org/10.1177/1087054708322996,https://pubmed.ncbi.nlm.nih.gov/18815437/,No public PDF verified,LINK ONLY,ADHD; intelligence testing; IQ validity; inattention; children; adolescents; stimulant treatment,20-004_Jepsen_2009_Attention_Deficits_IQ_Assessment.pdf
20-005,20. ADHD & Intelligence / IQ Corollaries,Final,PASS 2,Observed versus expected IQ / familial intelligence,Joseph Biederman; Ronna Fried; Carter Petty; Laura Mahoney; Stephen V. Faraone,2012,An examination of the impact of attention-deficit hyperactivity disorder on IQ: a large controlled family-based analysis,Canadian Journal of Psychiatry,"57(10), 608-616",Controlled family-based analysis,276 children with ADHD and 239 controls of similar age and sex. Observed child IQ was compared with expected IQ estimated from biological-parent IQ to test whether ADHD was associated with a decrement from familial intellectual expectation.,10.1177/070674371205701005,https://doi.org/10.1177/070674371205701005,https://pubmed.ncbi.nlm.nih.gov/23072952/,No public PDF verified,LINK ONLY,ADHD; IQ; parental IQ; familial intelligence; children; cognitive discrepancy,20-005_Biederman_2012_ADHD_Observed_Expected_IQ.pdf
20-006,20. ADHD & Intelligence / IQ Corollaries,Final,PASS 2,IQ exclusion criteria / research methodology,Genevieve B. Mackenzie; Elif Wonders,2016,Rethinking Intelligence Quotient Exclusion Criteria Practices in the Study of Attention Deficit Hyperactivity Disorder,Frontiers in Psychology,"7, 794",Methodological review and position paper,"Methodological review of IQ-based exclusion practices in ADHD research, especially exclusion of participants with IQ 70-85, and consequences for external validity, representativeness, and interpretation.",10.3389/fpsyg.2016.00794,https://doi.org/10.3389/fpsyg.2016.00794,https://pmc.ncbi.nlm.nih.gov/articles/PMC4886698/,Yes,REHOST PERMITTED,ADHD; IQ; exclusion criteria; research methodology; intellectual functioning; external validity; CC BY 4.0,20-006_Mackenzie_2016_ADHD_IQ_Exclusion_Criteria.pdf
20-007,20. ADHD & Intelligence / IQ Corollaries,Final,PASS 2,High-IQ / gifted ADHD validity,Kevin M. Antshel; Stephen V. Faraone; Kimberly Stallone; Andrea Nave; Felice A. Kaufmann; Alysa Doyle; Ronna Fried; Larry Seidman; Joseph Biederman,2007,Is attention deficit hyperactivity disorder a valid diagnosis in the presence of high IQ? Results from the MGH Longitudinal Family Studies of ADHD,Journal of Child Psychology and Psychiatry,"48(7), 687-694",Validation study within longitudinal family cohorts,"49 children with ADHD and Full Scale IQ >=120 compared with 92 high-IQ children without ADHD from the MGH Longitudinal Family Studies; familiality, cognition, comorbidity, and functional impairment were examined.",10.1111/j.1469-7610.2007.01735.x,https://doi.org/10.1111/j.1469-7610.2007.01735.x,https://pubmed.ncbi.nlm.nih.gov/17593149/,No public PDF verified,LINK ONLY,ADHD; high IQ; giftedness; diagnosis validity; children; familiality; functional impairment,20-007_Antshel_2007_High_IQ_ADHD_Validity.pdf
20-009,20. ADHD & Intelligence / IQ Corollaries,Final,PASS 2,High intelligence and ADHD cognitive profile,María Cadenas; Catharina Hartman; Stephen Faraone; Kevin Antshel; África Borges; Lianne Hoogeveen; Nanda Rommelse,2020,Cognitive correlates of attention-deficit hyperactivity disorder in children and adolescents with high intellectual ability,Journal of Neurodevelopmental Disorders,"12(1), 6",Multicenter matched-cohort cognitive study,"Two independent samples (N=204 and N=84) compared high-IQ ADHD, high-IQ controls, average-IQ ADHD, and average-IQ controls; participants came from NeuroIMAGE and TRAILS and were matched on relevant demographic and clinical variables.",10.1186/s11689-020-9307-8,https://doi.org/10.1186/s11689-020-9307-8,https://pmc.ncbi.nlm.nih.gov/articles/PMC7008522/,Yes,REHOST PERMITTED,ADHD; giftedness; high intelligence; cognition; twice exceptional; children; adolescents; NeuroIMAGE; TRAILS; CC BY 4.0,20-009_Cadenas_2020_High_Intelligence_ADHD_Cognitive_Correlates.pdf
20-010,20. ADHD & Intelligence / IQ Corollaries,Final,PASS 2,Intellectual giftedness / high-IQ ADHD synthesis,Inès Despature; Adrián Galiana,2023,Clinical and Cognitive Features of Attention Deficit Hyperactivity Disorder with Intellectual Giftedness: A Systematic Review,Developmental Neuropsychology,"48(7), 347-360",Systematic review,"Systematic review of the preceding 15 years of research on ADHD with intellectual giftedness, defined in the review as IQ >115, covering clinical and cognitive features, comorbidity, treatment, prognosis, and diagnostic masking.",10.1080/87565641.2023.2279117,https://doi.org/10.1080/87565641.2023.2279117,https://www.tandfonline.com/doi/full/10.1080/87565641.2023.2279117,No public PDF verified,LINK ONLY,ADHD; giftedness; high IQ; intellectual ability; twice exceptional; systematic review; diagnostic masking,20-010_Despature_2023_ADHD_Intellectual_Giftedness_Review.pdf
20-011,20. ADHD & Intelligence / IQ Corollaries,Final,PASS 2,High IQ as compensation / diagnostic masking,Ana Luiza Vidal Milioni; Tiffany Moukbel Chaim; Mikael Cavallet; Nathalya Moleda de Oliveira; Marco Annes; Bernardo Dos Santos; Mario Louzã; Maria Aparecida da Silva; Carmen Silvia Miguel; Mauricio Henriques Serpa; Marcus V. Zanetti; Geraldo Busatto; Paulo Jannuzzi Cunha,2017,"High IQ May ""Mask"" the Diagnosis of ADHD by Compensating for Deficits in Executive Functions in Treatment-Naïve Adults With ADHD",Journal of Attention Disorders,"21(6), 455-464",Case-control neuropsychological study,"51 treatment-naive adults with clinically diagnosed ADHD, divided into IQ >=110 and IQ <110 groups, compared with 33 healthy controls on a broad executive-function battery.",10.1177/1087054714554933,https://doi.org/10.1177/1087054714554933,https://pubmed.ncbi.nlm.nih.gov/25359760/,No public PDF verified,LINK ONLY,ADHD; high IQ; executive function; diagnostic masking; compensation; adults; treatment-naive,20-011_Milioni_2017_High_IQ_Masks_ADHD.pdf
20-012,20. ADHD & Intelligence / IQ Corollaries,Final,PASS 2,IQ and age of ADHD diagnosis,Carolynn Hare; Alexandra C. Leslie; Lindsay P. Bodell; Erin A. Kaufman; J. Bruce Morton; Robert Nicolson; Elizabeth Kelley; Jessica Jones; Muhammed Ayub; Jennifer Crosbie; Russell Schachar; Evdokia Anagnostou; Magali Segers; Ryan A. Stevenson,2024,Sex and intelligence quotient differences in age of diagnosis among youth with attention-deficit hyperactivity disorder,British Journal of Clinical Psychology,"63(4), 627-645",Registered-report cross-sectional cohort analysis,"568 youth with ADHD from the Ontario POND Network who completed required cognitive testing; analyses examined IQ, sex, symptom presentation, and demographic factors in relation to age at ADHD diagnosis.",10.1111/bjc.12485,https://doi.org/10.1111/bjc.12485,https://bpspsychub.onlinelibrary.wiley.com/doi/10.1111/bjc.12485,Yes,LINK ONLY,ADHD; IQ; age of diagnosis; diagnostic delay; high intelligence; sex differences; youth; CC BY-NC 4.0,20-012_Hare_2024_IQ_Age_ADHD_Diagnosis.pdf
20-013,20. ADHD & Intelligence / IQ Corollaries,Final,PASS 2,Wechsler cognitive profile / intelligence-test structure,Alexander C. Wilson,2024,Cognitive Profile in Autism and ADHD: A Meta-Analysis of Performance on the WAIS-IV and WISC-V,Archives of Clinical Neuropsychology,"39(4), 498-515",Systematic review and meta-analysis,"18 data sources reporting WAIS-IV or WISC-V performance in more than 1,800 neurodivergent participants; ADHD and autism cognitive profiles were meta-analyzed separately.",10.1093/arclin/acad073,https://doi.org/10.1093/arclin/acad073,https://pmc.ncbi.nlm.nih.gov/articles/PMC11110614/,Yes,LINK ONLY,ADHD; intelligence; WAIS-IV; WISC-V; cognitive profile; working memory; processing speed; meta-analysis; CC BY-NC 4.0,20-013_Wilson_2024_ADHD_WAIS_WISC_Cognitive_Profile_Meta_Analysis.pdf
21-001,21. ADHD Evolutionary Proposals,Candidate for Pass 1,PASS 1,Systematic evaluation of evolutionary-adaptation claims,Marthe S. Thagaard; Stephen V. Faraone; Edmund J. Sonuga-Barke; Søren D. Østergaard,2016,Empirical tests of natural selection-based evolutionary accounts of ADHD: a systematic review,Acta Neuropsychiatrica,"28(5), 249-256",Systematic review,"PRISMA-guided review of empirical tests of natural-selection-based evolutionary accounts of ADHD. From 790 records, three studies met inclusion criteria. The review concluded that available studies did not directly test core ADHD symptoms sufficiently to establish ADHD as an evolutionary adaptation.",10.1017/neu.2016.14,https://doi.org/10.1017/neu.2016.14,https://eprints.soton.ac.uk/402424/,Yes - accepted manuscript,LINK ONLY,ADHD; evolution; adaptation; natural selection; systematic review; critique; evolutionary hypothesis,21-001_Thagaard_2016_Evolutionary_Accounts_ADHD_Systematic_Review.pdf
21-002,21. ADHD Evolutionary Proposals,Candidate for Pass 1,PASS 1,Historical hunter / fighter / wader hypotheses,John F. Shelley-Tremblay; Lee A. Rosén,1996,Attention deficit hyperactivity disorder: an evolutionary perspective,The Journal of Genetic Psychology,"157(4), 443-453",Narrative review / evolutionary hypothesis paper,"Conceptual review of possible adaptive accounts of ADHD, including the hunter, fighter, and wader theories. The article treats these as evolutionary hypotheses rather than demonstrated adaptations.",10.1080/00221325.1996.9914877,https://doi.org/10.1080/00221325.1996.9914877,https://pubmed.ncbi.nlm.nih.gov/8955426/,No public PDF verified,LINK ONLY,ADHD; evolution; hunter hypothesis; fighter hypothesis; wader hypothesis; adaptation; theoretical,21-002_Shelley_Tremblay_1996_ADHD_Evolutionary_Perspective.pdf
21-003,21. ADHD Evolutionary Proposals,Candidate for Pass 1,PASS 1,ADHD as context-dependent adaptation,Peter S. Jensen; David Mrazek; Paul K. Knapp; Laurence Steinberg; Cynthia Pfeffer; John Schowalter; Theodore Shapiro,1997,Evolution and revolution in child psychiatry: ADHD as a disorder of adaptation,Journal of the American Academy of Child & Adolescent Psychiatry,"36(12), 1672-1681",Evolutionary-developmental conceptual review,Conceptual model proposing that some ADHD characteristics may reflect developmental optimization to particular environments at the cost of poorer fit with other environments. The paper presents an evolutionary framework rather than direct evidence that ADHD is an adaptation.,10.1097/00004583-199712000-00015,https://doi.org/10.1097/00004583-199712000-00015,https://pubmed.ncbi.nlm.nih.gov/9401328/,No public PDF verified,LINK ONLY,ADHD; evolution; adaptation; developmental plasticity; environment; mismatch; theoretical,21-003_Jensen_1997_ADHD_Disorder_of_Adaptation.pdf
21-004,21. ADHD Evolutionary Proposals,Candidate for Pass 1,PASS 1,Behavioral diversity / group-selection simulation,Jonathan Williams; Eric Taylor,2006,"The evolution of hyperactivity, impulsivity and cognitive diversity",Journal of the Royal Society Interface,"3(8), 399-413",Theoretical evolutionary model with computer simulations,Computer simulations modeled changing-resource environments and behavioral unpredictability. A minority of simulated unpredictable individuals improved group survival under some conditions. ADHD traits themselves were not directly measured in human participants.,10.1098/rsif.2005.0102,https://doi.org/10.1098/rsif.2005.0102,https://pmc.ncbi.nlm.nih.gov/articles/PMC1578754/,Yes,LINK ONLY,ADHD; evolution; cognitive diversity; group selection; simulation; exploration; behavioral variability; theoretical,21-004_Williams_Taylor_2006_Hyperactivity_Impulsivity_Cognitive_Diversity.pdf
21-005,21. ADHD Evolutionary Proposals,Candidate for Pass 1,PASS 1,DRD4 7-repeat allele association with ADHD,Stephen V. Faraone; Alysa E. Doyle; Eric Mick; Joseph Biederman,2001,Meta-analysis of the association between the 7-repeat allele of the dopamine D4 receptor gene and attention deficit hyperactivity disorder,American Journal of Psychiatry,"158(7), 1052-1057",Meta-analysis of genetic association studies,"Case-control and family-based studies examining the association between ADHD and the DRD4 7-repeat allele. This paper establishes a historically important, though small, ADHD-DRD4 association that later evolutionary hypotheses attempted to connect with population-genetic findings.",10.1176/appi.ajp.158.7.1052,https://doi.org/10.1176/appi.ajp.158.7.1052,https://pubmed.ncbi.nlm.nih.gov/11431226/,Yes - publisher access,LINK ONLY,ADHD; DRD4; 7R allele; genetics; meta-analysis; dopamine; evolutionary bridge,21-005_Faraone_2001_DRD4_7R_ADHD_Meta_Analysis.pdf
